iso3,variable,abs_shap,sign,iso2,policy,shap_value,shap_value_normalized
ISR,Close public transport,-0.0014857486041147,-1,IL,close_public_transport,-0.0014857486041147,0.5178495039489271
CZE,International travel controls,-0.0014953729480107,-1,CZ,international_travel_controls,-0.0014953729480107,0.518134464230933
BHR,International travel controls,-0.0014985136226943,-1,BH,international_travel_controls,-0.0014985136226943,0.5182274542106342
AGO,Stay at home requirements,-0.0015049287200303,-1,AO,stay_at_home_requirements,-0.0015049287200303,0.5184173942175287
SVN,Cancel public events,-0.001506127831677,-1,SI,cancel_public_events,-0.001506127831677,0.5184528978525499
DNK,International travel controls,-0.0015261404986905,-1,DK,international_travel_controls,-0.0015261404986905,0.5190454385283072
BHS,Cancel public events,-0.0015283503466363,-1,BS,cancel_public_events,-0.0015283503466363,0.5191108683280555
SEN,Cancel public events,-0.001541550872736,-1,SN,cancel_public_events,-0.001541550872736,0.5195017132189536
COL,Restrictions on internal movement,-0.0015660502575481,-1,CO,restrictions_on_internal_movement,-0.0015660502575481,0.5202270978976876
DEU,Cancel public events,-0.0015833594888298,-1,DE,cancel_public_events,-0.0015833594888298,0.5207395944876513
KAZ,Cancel public events,-0.0015866673688834,-1,KZ,cancel_public_events,-0.0015866673688834,0.520837535130993
KAZ,International travel controls,-0.0015916006723817,-1,KZ,international_travel_controls,-0.0015916006723817,0.5209836017690191
GBR,Cancel public events,-0.0016061408298962,-1,GB,cancel_public_events,-0.0016061408298962,0.521414110843769
URY,Cancel public events,-0.0016092089447079,-1,UY,cancel_public_events,-0.0016092089447079,0.5215049524503674
MAR,Restrictions on internal movement,-0.0016312215463337,-1,MA,restrictions_on_internal_movement,-0.0016312215463337,0.5221567077528331
GTM,Cancel public events,-0.0016463910880431,-1,GT,cancel_public_events,-0.0016463910880431,0.5226058518119109
MYS,Cancel public events,-0.0016658722956213,-1,MY,cancel_public_events,-0.0016658722956213,0.5231826568871749
SLV,International travel controls,-0.0016901208924186,-1,SV,international_travel_controls,-0.0016901208924186,0.5239006161638043
MEX,Cancel public events,-0.0017139374803777,-1,MX,cancel_public_events,-0.0017139374803777,0.5246057844012012
CAN,Cancel public events,-0.0017430642054844,-1,CA,cancel_public_events,-0.0017430642054844,0.5254681766733394
LBN,Restrictions on internal movement,-0.001746619861637,-1,LB,restrictions_on_internal_movement,-0.001746619861637,0.5255734535411353
ALB,Workplace closing,-0.0017472795553803,-1,AL,workplace_closing,-0.0017472795553803,0.5255929859391002
SRB,Cancel public events,-0.0017504647754787,-1,RS,cancel_public_events,-0.0017504647754787,0.5256872948319764
NLD,Stay at home requirements,-0.0017539957908435,-1,NL,stay_at_home_requirements,-0.0017539957908435,0.525791842128394
SLV,Cancel public events,-0.0017841490126955,-1,SV,cancel_public_events,-0.0017841490126955,0.5266846272049854
TUR,Workplace closing,-0.0017854320442097,-1,TR,workplace_closing,-0.0017854320442097,0.5267226155630552
USA,Cancel public events,-0.0018073639339453,-1,US,cancel_public_events,-0.0018073639339453,0.5273719811251665
OMN,Cancel public events,-0.0018191185968485,-1,OM,cancel_public_events,-0.0018191185968485,0.5277200164917303
LUX,Cancel public events,-0.0018211693752916,-1,LU,cancel_public_events,-0.0018211693752916,0.5277807365168865
FRA,Restrictions on internal movement,-0.0018266106624147,-1,FR,restrictions_on_internal_movement,-0.0018266106624147,0.5279418436770035
PHL,Restrictions on internal movement,-0.001835024887932,-1,PH,restrictions_on_internal_movement,-0.001835024887932,0.5281909744335704
PHL,Cancel public events,-0.001850450321295,-1,PH,cancel_public_events,-0.001850450321295,0.5286476950047264
VNM,Restrictions on gatherings,-0.001862117254881,-1,VN,restrictions_on_gatherings,-0.001862117254881,0.5289931328569827
VNM,Restrictions on gatherings,-0.001862117254881,-1,VN,restrictions_on_gatherings,-0.001862117254881,0.5289931328569827
JPN,Stay at home requirements,-0.0018701179183966,-1,JP,stay_at_home_requirements,-0.0018701179183966,0.5292300187534423
SLE,Restrictions on gatherings,-0.001870582609267,-1,SL,restrictions_on_gatherings,-0.001870582609267,0.5292437774514799
ISR,School closing,-0.0018781515202694,-1,IL,school_closing,-0.0018781515202694,0.5294678798980496
UGA,Workplace closing,-0.0018801689443747,-1,UG,workplace_closing,-0.0018801689443747,0.5295276123585876
BGR,Stay at home requirements,-0.0018807501190956,-1,BG,stay_at_home_requirements,-0.0018807501190956,0.5295448199432449
FIN,Close public transport,-0.0018845548901187,-1,FI,close_public_transport,-0.0018845548901187,0.5296574726742183
ZWE,Restrictions on gatherings,-0.0018855007409444,-1,ZW,restrictions_on_gatherings,-0.0018855007409444,0.5296854776915929
KAZ,Restrictions on gatherings,-0.0018903691059473,-1,KZ,restrictions_on_gatherings,-0.0018903691059473,0.5298296216123759
POL,Close public transport,-0.0018989850098069,-1,PL,close_public_transport,-0.0018989850098069,0.5300847237180465
FIN,Cancel public events,-0.0019013677645212,-1,FI,cancel_public_events,-0.0019013677645212,0.5301552729900462
AUS,School closing,-0.001903290093904,-1,AU,school_closing,-0.001903290093904,0.5302121898592843
ZAF,Cancel public events,-0.0019034519636042,-1,ZA,cancel_public_events,-0.0019034519636042,0.5302169825429119
SYC,Restrictions on internal movement,-0.0019081704166102,-1,SC,restrictions_on_internal_movement,-0.0019081704166102,0.530356687827111
BHR,Restrictions on internal movement,-0.0019197198100565,-1,BH,restrictions_on_internal_movement,-0.0019197198100565,0.5306986455178397
GBR,Stay at home requirements,-0.0019227224480681,-1,GB,stay_at_home_requirements,-0.0019227224480681,0.5307875484689181
SUR,International travel controls,-0.0019230101635123,-1,SR,international_travel_controls,-0.0019230101635123,0.5307960672287424
SGP,Cancel public events,-0.0019255069253415,-1,SG,cancel_public_events,-0.0019255069253415,0.5308699920554775
KAZ,School closing,-0.0019417696146823,-1,KZ,school_closing,-0.0019417696146823,0.531351502337197
DZA,Workplace closing,-0.0019702344363703,-1,DZ,workplace_closing,-0.0019702344363703,0.5321942967866793
ROU,Stay at home requirements,-0.0019753413555073,-1,RO,stay_at_home_requirements,-0.0019753413555073,0.5323455038853852
LBN,School closing,-0.0019765655374323,-1,LB,school_closing,-0.0019765655374323,0.5323817498082599
THA,International travel controls,-0.0019781194915168,-1,TH,international_travel_controls,-0.0019781194915168,0.5324277597180187
KOR,Cancel public events,-0.0019796248548228,-1,KR,cancel_public_events,-0.0019796248548228,0.5324723309383361
KOR,Cancel public events,-0.0019796248548228,-1,KR,cancel_public_events,-0.0019796248548228,0.5324723309383361
ROU,Cancel public events,-0.0019842478036755,-1,RO,cancel_public_events,-0.0019842478036755,0.5326092085086931
QAT,Restrictions on gatherings,-0.00201109654467,-1,QA,restrictions_on_gatherings,-0.00201109654467,0.5334041535862973
PAN,Workplace closing,-0.0020201689122569,-1,PA,workplace_closing,-0.0020201689122569,0.5336727707984378
THA,Cancel public events,-0.0020213051924201,-1,TH,cancel_public_events,-0.0020213051924201,0.5337064141012168
SLV,Close public transport,-0.002030213819491,-1,SV,close_public_transport,-0.002030213819491,0.5339701832380889
AND,Workplace closing,-0.0020371921661436,-1,AD,workplace_closing,-0.0020371921661436,0.5341768000892267
GIN,Restrictions on internal movement,-0.0020395086948514,-1,GN,restrictions_on_internal_movement,-0.0020395086948514,0.5342453885229926
CYP,School closing,-0.0020433567824722,-1,CY,school_closing,-0.0020433567824722,0.5343593237839782
PRY,Workplace closing,-0.002044659536159,-1,PY,workplace_closing,-0.002044659536159,0.5343978960816835
LTU,International travel controls,-0.0020474238835979,-1,LT,international_travel_controls,-0.0020474238835979,0.5344797436584392
POL,Stay at home requirements,-0.0020486003267459,-1,PL,stay_at_home_requirements,-0.0020486003267459,0.5345145761181725
GRC,Restrictions on internal movement,-0.0020621666126413,-1,GR,restrictions_on_internal_movement,-0.0020621666126413,0.5349162505280128
MYS,Workplace closing,-0.0020714364130379,-1,MY,workplace_closing,-0.0020714364130379,0.5351907133863332
MAR,Workplace closing,-0.0020742425298359,-1,MA,workplace_closing,-0.0020742425298359,0.5352737976820254
MDA,Workplace closing,-0.0020767674510248,-1,MD,workplace_closing,-0.0020767674510248,0.5353485562590055
PHL,International travel controls,-0.0020936654046782,-1,PH,international_travel_controls,-0.0020936654046782,0.5358488756252322
SEN,Restrictions on internal movement,-0.0021104504480996,-1,SN,restrictions_on_internal_movement,-0.0021104504480996,0.5363458519135411
MCO,Close public transport,-0.0021183787631655,-1,MC,close_public_transport,-0.0021183787631655,0.5365805956967459
CRI,International travel controls,-0.0021206126777849,-1,CR,international_travel_controls,-0.0021206126777849,0.5366467380693377
AZE,Cancel public events,-0.0021271842424711,-1,AZ,cancel_public_events,-0.0021271842424711,0.5368413108055611
POL,Restrictions on gatherings,-0.0021284426815878,-1,PL,restrictions_on_gatherings,-0.0021284426815878,0.5368785710250065
MAR,Restrictions on gatherings,-0.0021304006601895,-1,MA,restrictions_on_gatherings,-0.0021304006601895,0.5369365434063481
AGO,Restrictions on gatherings,-0.0021322624298527,-1,AO,restrictions_on_gatherings,-0.0021322624298527,0.5369916672063689
SLV,Restrictions on internal movement,-0.0021341961885287,-1,SV,restrictions_on_internal_movement,-0.0021341961885287,0.5370489224773359
PER,Cancel public events,-0.0021345123256074,-1,PE,cancel_public_events,-0.0021345123256074,0.5370582827529112
MEX,Stay at home requirements,-0.0021470838764736,-1,MX,stay_at_home_requirements,-0.0021470838764736,0.5374305047681254
EGY,Cancel public events,-0.0021632992649738,-1,EG,cancel_public_events,-0.0021632992649738,0.5379106145532477
ITA,Cancel public events,-0.0021661136074329,-1,IT,cancel_public_events,-0.0021661136074329,0.5379939423966282
VNM,Restrictions on internal movement,-0.0021771337603282,-1,VN,restrictions_on_internal_movement,-0.0021771337603282,0.5383202301842143
VNM,Restrictions on internal movement,-0.0021771337603282,-1,VN,restrictions_on_internal_movement,-0.0021771337603282,0.5383202301842143
PRT,Close public transport,-0.0021797998690715,-1,PT,close_public_transport,-0.0021797998690715,0.53839916908203
HND,Workplace closing,-0.0021843055332425,-1,HN,workplace_closing,-0.0021843055332425,0.5385325740545315
TUR,Cancel public events,-0.0021963892448636,-1,TR,cancel_public_events,-0.0021963892448636,0.5388903519881169
MEX,Close public transport,-0.0021968323642827,-1,MX,close_public_transport,-0.0021968323642827,0.5389034719925551
BLZ,Workplace closing,-0.0022065221115763,-1,BZ,workplace_closing,-0.0022065221115763,0.5391903687567591
BGR,School closing,-0.002209553712975,-1,BG,school_closing,-0.002209553712975,0.539280129263952
GBR,Close public transport,-0.0022194903669024,-1,GB,close_public_transport,-0.0022194903669024,0.5395743365092399
EGY,School closing,-0.0022231909677811,-1,EG,school_closing,-0.0022231909677811,0.5396839049412683
CHN,Workplace closing,-0.0022237272525642,-1,CN,workplace_closing,-0.0022237272525642,0.5396997834120169
NOR,Close public transport,-0.0022254736323315,-1,NO,close_public_transport,-0.0022254736323315,0.5397514907155335
LUX,Stay at home requirements,-0.0022267085110925,-1,LU,stay_at_home_requirements,-0.0022267085110925,0.5397880533533382
MWI,Restrictions on gatherings,-0.00223075126195,-1,MW,restrictions_on_gatherings,-0.00223075126195,0.5399077522582071
MYS,School closing,-0.002232264689909,-1,MY,school_closing,-0.002232264689909,0.5399525622590396
ESP,Stay at home requirements,-0.0022376093814559,-1,ES,stay_at_home_requirements,-0.0022376093814559,0.540110809390158
DZA,Restrictions on gatherings,-0.0022447805430694,-1,DZ,restrictions_on_gatherings,-0.0022447805430694,0.5403231351609092
AZE,School closing,-0.002247674521233,-1,AZ,school_closing,-0.002247674521233,0.5404088208806351
ARE,Restrictions on gatherings,-0.0022552479808528,-1,AE,restrictions_on_gatherings,-0.0022552479808528,0.5406330580039486
NGA,Cancel public events,-0.0022644895269129,-1,NG,cancel_public_events,-0.0022644895269129,0.5409066842999241
IRN,Stay at home requirements,-0.0022706156869567,-1,IR,stay_at_home_requirements,-0.0022706156869567,0.5410880693701748
CHE,Workplace closing,-0.002279646583048,-1,CH,workplace_closing,-0.002279646583048,0.5413554586826049
TUN,Cancel public events,-0.0022823772506471,-1,TN,cancel_public_events,-0.0022823772506471,0.5414363090571876
SWE,School closing,-0.002298466895848,-1,SE,school_closing,-0.002298466895848,0.5419126957993248
GRC,Stay at home requirements,-0.0023071512467687,-1,GR,stay_at_home_requirements,-0.0023071512467687,0.5421698245048389
SWE,Cancel public events,-0.002307586612638,-1,SE,cancel_public_events,-0.002307586612638,0.5421827149399928
MEX,Restrictions on gatherings,-0.0023083822235417,-1,MX,restrictions_on_gatherings,-0.0023083822235417,0.542206271611485
ALB,School closing,-0.0023189149368188,-1,AL,school_closing,-0.0023189149368188,0.5425181271497079
IRN,School closing,-0.0023190781999049,-1,IR,school_closing,-0.0023190781999049,0.5425229610890974
ECU,Cancel public events,-0.0023242555018692,-1,EC,cancel_public_events,-0.0023242555018692,0.5426762521023569
GTM,Restrictions on gatherings,-0.0023287811031354,-1,GT,restrictions_on_gatherings,-0.0023287811031354,0.5428102473779828
DEU,Restrictions on internal movement,-0.0023367740309266,-1,DE,restrictions_on_internal_movement,-0.0023367740309266,0.5430469042329378
THA,Workplace closing,-0.0023663498107191,-1,TH,workplace_closing,-0.0023663498107191,0.5439225922425607
NPL,Restrictions on internal movement,-0.0023747976882806,-1,NP,restrictions_on_internal_movement,-0.0023747976882806,0.5441727193783207
BGR,Cancel public events,-0.0023896200585662,-1,BG,cancel_public_events,-0.0023896200585662,0.5446115842882014
ARE,Workplace closing,-0.0024018620792985,-1,AE,workplace_closing,-0.0024018620792985,0.5449740494824936
SMR,Restrictions on internal movement,-0.0024131571876309,-1,SM,restrictions_on_internal_movement,-0.0024131571876309,0.5453084782280235
RWA,Close public transport,-0.0024331025211678,-1,RW,close_public_transport,-0.0024331025211678,0.5458990252752605
URY,International travel controls,-0.002437060098826,-1,UY,international_travel_controls,-0.002437060098826,0.54601620234808
BGD,Restrictions on gatherings,-0.0024391224248789,-1,BD,restrictions_on_gatherings,-0.0024391224248789,0.5460772642781163
GIN,Workplace closing,-0.0024517922354636,-1,GN,workplace_closing,-0.0024517922354636,0.5464523955947225
GRC,School closing,-0.0024579032707982,-1,GR,school_closing,-0.0024579032707982,0.5466333328483277
RWA,Cancel public events,-0.0024586339890811,-1,RW,cancel_public_events,-0.0024586339890811,0.5466549681608448
NAM,Restrictions on internal movement,-0.0024742393059316,-1,,restrictions_on_internal_movement,-0.0024742393059316,0.5471170147729113
FRA,Stay at home requirements,-0.0025085609360103,-1,FR,stay_at_home_requirements,-0.0025085609360103,0.5481332192531141
KWT,Cancel public events,-0.0025100289398193,-1,KW,cancel_public_events,-0.0025100289398193,0.5481766843229328
IRN,Cancel public events,-0.0025112036762266,-1,IR,cancel_public_events,-0.0025112036762266,0.5482114662490073
BRB,Workplace closing,-0.0025230075387629,-1,BB,workplace_closing,-0.0025230075387629,0.5485609583321508
SMR,International travel controls,-0.0025260792224076,-1,SM,international_travel_controls,-0.0025260792224076,0.5486519056057608
CHN,Stay at home requirements,-0.002533266928159,-1,CN,stay_at_home_requirements,-0.002533266928159,0.5488647212200018
HRV,Restrictions on gatherings,-0.0025399044910405,-1,HR,restrictions_on_gatherings,-0.0025399044910405,0.5490612480493611
BGD,Close public transport,-0.0025459459715172,-1,BD,close_public_transport,-0.0025459459715172,0.5492401259031636
CHN,Restrictions on gatherings,-0.0025617758659379,-1,CN,restrictions_on_gatherings,-0.0025617758659379,0.5497088218711164
SUR,Restrictions on gatherings,-0.0025638947863737,-1,SR,restrictions_on_gatherings,-0.0025638947863737,0.549771559463565
BLZ,Stay at home requirements,-0.0025810965651483,-1,BZ,stay_at_home_requirements,-0.0025810965651483,0.5502808745694655
SYC,School closing,-0.0025886879272231,-1,SC,school_closing,-0.0025886879272231,0.5505056417537035
TGO,Workplace closing,-0.0026064431205258,-1,TG,workplace_closing,-0.0026064431205258,0.5510313425126623
SGP,Stay at home requirements,-0.0026136148275776,-1,SG,stay_at_home_requirements,-0.0026136148275776,0.5512436844329041
RWA,Restrictions on gatherings,-0.0026225941457835,-1,RW,restrictions_on_gatherings,-0.0026225941457835,0.5515095466127912
KAZ,Workplace closing,-0.0026422351032876,-1,KZ,workplace_closing,-0.0026422351032876,0.5520910816088089
KEN,Close public transport,-0.0026447015261723,-1,KE,close_public_transport,-0.0026447015261723,0.5521641081515389
MOZ,School closing,-0.0026573634377128,-1,MZ,school_closing,-0.0026573634377128,0.552539005591022
SWE,Restrictions on gatherings,-0.0026658824409496,-1,SE,restrictions_on_gatherings,-0.0026658824409496,0.5527912386357884
IRL,International travel controls,-0.0026701645624734,-1,IE,international_travel_controls,-0.0026701645624734,0.5529180248946951
TUN,International travel controls,-0.0026729649946692,-1,TN,international_travel_controls,-0.0026729649946692,0.553000940879086
RWA,School closing,-0.0026756517195464,-1,RW,school_closing,-0.0026756517195464,0.5530804901851948
PAN,Restrictions on gatherings,-0.0026871749686753,-1,PA,restrictions_on_gatherings,-0.0026871749686753,0.5534216737876179
PER,Workplace closing,-0.0027016447243678,-1,PE,workplace_closing,-0.0027016447243678,0.5538500983854135
KOR,Restrictions on internal movement,-0.0027076976095133,-1,KR,restrictions_on_internal_movement,-0.0027076976095133,0.5540293139118586
KOR,Restrictions on internal movement,-0.0027076976095133,-1,KR,restrictions_on_internal_movement,-0.0027076976095133,0.5540293139118586
DNK,Restrictions on gatherings,-0.0027123433522986,-1,DK,restrictions_on_gatherings,-0.0027123433522986,0.5541668663713853
AUS,Stay at home requirements,-0.002713893513033,-1,AU,stay_at_home_requirements,-0.002713893513033,0.5542127639665672
ITA,Workplace closing,-0.0027173879066125,-1,IT,workplace_closing,-0.0027173879066125,0.5543162269548616
LVA,International travel controls,-0.0027181144735307,-1,LV,international_travel_controls,-0.0027181144735307,0.5543377393526047
ECU,Restrictions on gatherings,-0.0027297576194856,-1,EC,restrictions_on_gatherings,-0.0027297576194856,0.5546824728939864
LVA,Workplace closing,-0.0027401349804056,-1,LV,workplace_closing,-0.0027401349804056,0.5549897287159099
ISR,Restrictions on gatherings,-0.0027425354197659,-1,IL,restrictions_on_gatherings,-0.0027425354197659,0.5550608015998841
BGD,Restrictions on internal movement,-0.0027485542220797,-1,BD,restrictions_on_internal_movement,-0.0027485542220797,0.5552390079922587
AGO,Workplace closing,-0.0027494942665434,-1,AO,workplace_closing,-0.0027494942665434,0.5552668410932335
PRY,International travel controls,-0.0027606407535805,-1,PY,international_travel_controls,-0.0027606407535805,0.5555968694176358
OMN,Restrictions on gatherings,-0.002764273826574,-1,OM,restrictions_on_gatherings,-0.002764273826574,0.5557044384650391
ZAF,Workplace closing,-0.0027879964730029,-1,ZA,workplace_closing,-0.0027879964730029,0.556406825255178
JOR,Stay at home requirements,-0.0027924617743261,-1,JO,stay_at_home_requirements,-0.0027924617743261,0.5565390351531254
SEN,Workplace closing,-0.002805239035907,-1,SN,workplace_closing,-0.002805239035907,0.5569173479090599
MLT,Restrictions on gatherings,-0.0028065655408056,-1,MT,restrictions_on_gatherings,-0.0028065655408056,0.5569566234393267
NLD,School closing,-0.002818152123769,-1,NL,school_closing,-0.002818152123769,0.5572996822477415
GRC,Workplace closing,-0.0028634901882875,-1,GR,workplace_closing,-0.0028634901882875,0.5586420644184535
USA,Restrictions on gatherings,-0.0028666956456218,-1,US,restrictions_on_gatherings,-0.0028666956456218,0.5587369725011043
HRV,Cancel public events,-0.0028720406616302,-1,HR,cancel_public_events,-0.0028720406616302,0.5588952292389701
CHE,Restrictions on internal movement,-0.0028803968451056,-1,CH,restrictions_on_internal_movement,-0.0028803968451056,0.5591426414704296
MMR,Restrictions on internal movement,-0.0028809614339367,-1,MM,restrictions_on_internal_movement,-0.0028809614339367,0.5591593579753951
MMR,Restrictions on internal movement,-0.0028809614339367,-1,MM,restrictions_on_internal_movement,-0.0028809614339367,0.5591593579753951
QAT,Restrictions on internal movement,-0.0028971793982208,-1,QA,restrictions_on_internal_movement,-0.0028971793982208,0.5596395440250518
FRA,School closing,-0.0029002451235069,-1,FR,school_closing,-0.0029002451235069,0.559730314881904
ALB,Restrictions on gatherings,-0.0029073860605839,-1,AL,restrictions_on_gatherings,-0.0029073860605839,0.5599417457560744
BLZ,Restrictions on internal movement,-0.0029111872851964,-1,BZ,restrictions_on_internal_movement,-0.0029111872851964,0.5600542934839248
JPN,International travel controls,-0.0029137006989785,-1,JP,international_travel_controls,-0.0029137006989785,0.5601287113463665
POL,Workplace closing,-0.0029152889547252,-1,PL,workplace_closing,-0.0029152889547252,0.560175736869391
SVN,Stay at home requirements,-0.0029190510744023,-1,SI,stay_at_home_requirements,-0.0029190510744023,0.5602871267673114
QAT,School closing,-0.0029240484845551,-1,QA,school_closing,-0.0029240484845551,0.5604350914932013
HRV,Workplace closing,-0.0029260176601279,-1,HR,workplace_closing,-0.0029260176601279,0.5604933953976137
KOR,Close public transport,-0.0029270753159179,-1,KR,close_public_transport,-0.0029270753159179,0.5605247107678291
KOR,Close public transport,-0.0029270753159179,-1,KR,close_public_transport,-0.0029270753159179,0.5605247107678291
AFG,School closing,-0.0029277686179957,-1,AF,school_closing,-0.0029277686179957,0.560545238250818
AGO,International travel controls,-0.0029295330998501,-1,AO,international_travel_controls,-0.0029295330998501,0.5605974815260228
SWE,Close public transport,-0.0029338921045963,-1,SE,close_public_transport,-0.0029338921045963,0.5607265441650104
LTU,School closing,-0.0029448177346464,-1,LT,school_closing,-0.0029448177346464,0.5610500332936004
NAM,Cancel public events,-0.0029465159497012,-1,,cancel_public_events,-0.0029465159497012,0.5611003145227577
SRB,Restrictions on internal movement,-0.0029602714133792,-1,RS,restrictions_on_internal_movement,-0.0029602714133792,0.5615075901616127
JPN,School closing,-0.0029659340267677,-1,JP,school_closing,-0.0029659340267677,0.5616752504120687
EST,Close public transport,-0.0029729883416844,-1,EE,close_public_transport,-0.0029729883416844,0.5618841165529446
EST,Restrictions on gatherings,-0.0029736933181634,-1,EE,restrictions_on_gatherings,-0.0029736933181634,0.5619049896948891
PHL,Restrictions on gatherings,-0.0029745610238722,-1,PH,restrictions_on_gatherings,-0.0029745610238722,0.5619306809696554
ALB,Restrictions on internal movement,-0.0029761403098579,-1,AL,restrictions_on_internal_movement,-0.0029761403098579,0.5619774409134726
NPL,Restrictions on gatherings,-0.0029787438589767,-1,NP,restrictions_on_gatherings,-0.0029787438589767,0.562054527528324
BHS,Workplace closing,-0.0029840635927466,-1,BS,workplace_closing,-0.0029840635927466,0.5622120357025588
CIV,School closing,-0.0029927568605397,-1,CI,school_closing,-0.0029927568605397,0.5624694284213397
CIV,School closing,-0.0029927568605397,-1,CI,school_closing,-0.0029927568605397,0.5624694284213397
FRA,Workplace closing,-0.0030030301899805,-1,FR,workplace_closing,-0.0030030301899805,0.5627736040499565
ZWE,Restrictions on internal movement,-0.0030036586356188,-1,ZW,restrictions_on_internal_movement,-0.0030036586356188,0.5627922112452366
PRY,Cancel public events,-0.0030115990739586,-1,PY,cancel_public_events,-0.0030115990739586,0.563027313977746
HND,School closing,-0.0030268219024276,-1,HN,school_closing,-0.0030268219024276,0.5634780357661949
MDA,Restrictions on gatherings,-0.0030320026946296,-1,MD,restrictions_on_gatherings,-0.0030320026946296,0.5636314301193943
DZA,Restrictions on internal movement,-0.0030326727829598,-1,DZ,restrictions_on_internal_movement,-0.0030326727829598,0.5636512702832129
BLZ,Restrictions on gatherings,-0.0030355666950038,-1,BZ,restrictions_on_gatherings,-0.0030355666950038,0.5637369540452511
SWE,Restrictions on internal movement,-0.003045052012713,-1,SE,restrictions_on_internal_movement,-0.003045052012713,0.5640177980008014
KEN,Cancel public events,-0.0030488674440898,-1,KE,cancel_public_events,-0.0030488674440898,0.5641307663665264
CAN,International travel controls,-0.0030502386508649,-1,CA,international_travel_controls,-0.0030502386508649,0.5641713654425303
GBR,Restrictions on internal movement,-0.0030584073086672,-1,GB,restrictions_on_internal_movement,-0.0030584073086672,0.5644132253610978
KAZ,Stay at home requirements,-0.0030636502024997,-1,KZ,stay_at_home_requirements,-0.0030636502024997,0.5645684584368461
PRT,School closing,-0.0030647093674017,-1,PT,school_closing,-0.0030647093674017,0.5645998184892743
PAN,Stay at home requirements,-0.0030701388422905,-1,PA,stay_at_home_requirements,-0.0030701388422905,0.5647605759094346
AND,Restrictions on internal movement,-0.0030730539643472,-1,AD,restrictions_on_internal_movement,-0.0030730539643472,0.5648468876634964
GTM,Restrictions on internal movement,-0.0030865847752529,-1,GT,restrictions_on_internal_movement,-0.0030865847752529,0.5652475117198603
MOZ,Cancel public events,-0.0030885737939064,-1,MZ,cancel_public_events,-0.0030885737939064,0.5653064031437892
USA,Workplace closing,-0.0030889767532846,-1,US,workplace_closing,-0.0030889767532846,0.5653183340784367
DNK,Workplace closing,-0.0030900249355755,-1,DK,workplace_closing,-0.0030900249355755,0.5653493689546253
EGY,Close public transport,-0.003117647255734,-1,EG,close_public_transport,-0.003117647255734,0.5661672183817738
MAR,Stay at home requirements,-0.0031213594063508,-1,MA,stay_at_home_requirements,-0.0031213594063508,0.5662771287816973
SVK,Stay at home requirements,-0.0031245705439915,-1,SK,stay_at_home_requirements,-0.0031245705439915,0.5663722050484581
UGA,Restrictions on internal movement,-0.0031429692421913,-1,UG,restrictions_on_internal_movement,-0.0031429692421913,0.5669169588814684
NPL,School closing,-0.0031534814381608,-1,NP,school_closing,-0.0031534814381608,0.5672282069374751
JAM,Restrictions on gatherings,-0.00315749570844,-1,JM,restrictions_on_gatherings,-0.00315749570844,0.5673470625813684
ESP,School closing,-0.00316220195034,-1,ES,school_closing,-0.00316220195034,0.5674864063157053
AGO,Restrictions on internal movement,-0.0031797345243618,-1,AO,restrictions_on_internal_movement,-0.0031797345243618,0.5680055157003583
DEU,Workplace closing,-0.0032095326399767,-1,DE,workplace_closing,-0.0032095326399767,0.5688877866915678
PAK,Restrictions on internal movement,-0.003233484999113,-1,PK,restrictions_on_internal_movement,-0.003233484999113,0.56959697488018
MMR,School closing,-0.0032443577963614,-1,MM,school_closing,-0.0032443577963614,0.5699188997203122
MMR,School closing,-0.0032443577963614,-1,MM,school_closing,-0.0032443577963614,0.5699188997203122
NOR,Restrictions on gatherings,-0.0032539292761421,-1,NO,restrictions_on_gatherings,-0.0032539292761421,0.5702022947867184
KWT,Restrictions on internal movement,-0.0032687658689532,-1,KW,restrictions_on_internal_movement,-0.0032687658689532,0.5706415808011358
CAN,School closing,-0.0032741576529145,-1,CA,school_closing,-0.0032741576529145,0.5708012222577098
PRT,Stay at home requirements,-0.003286816905104,-1,PT,stay_at_home_requirements,-0.003286816905104,0.5711760409583801
MOZ,Workplace closing,-0.0032926067053677,-1,MZ,workplace_closing,-0.0032926067053677,0.5713474669936227
FIN,Restrictions on internal movement,-0.0032955597699219,-1,FI,restrictions_on_internal_movement,-0.0032955597699219,0.5714349021598262
MCO,School closing,-0.0033066772779875,-1,MC,school_closing,-0.0033066772779875,0.5717640724666865
KWT,Close public transport,-0.0033083711160863,-1,KW,close_public_transport,-0.0033083711160863,0.571814224101699
KAZ,Close public transport,-0.003313593724786,-1,KZ,close_public_transport,-0.003313593724786,0.5719688565695279
SAU,Restrictions on gatherings,-0.0033204055797636,-1,SA,restrictions_on_gatherings,-0.0033204055797636,0.5721705438883078
AGO,Public information campaigns,-0.0033295646640857,-1,AO,public_information_campaigns,-0.0033295646640857,0.5724417286339428
ARE,School closing,-0.0033314657185524,-1,AE,school_closing,-0.0033314657185524,0.5724980155894791
LVA,Restrictions on internal movement,-0.0033400000751883,-1,LV,restrictions_on_internal_movement,-0.0033400000751883,0.5727507032220059
AUT,Restrictions on internal movement,-0.003375603810682,-1,AT,restrictions_on_internal_movement,-0.003375603810682,0.573804868640073
NPL,Workplace closing,-0.0033775323365309,-1,NP,workplace_closing,-0.0033775323365309,0.5738619689760227
DZA,International travel controls,-0.003381561015754,-1,DZ,international_travel_controls,-0.003381561015754,0.5739812512439811
